x,y,phenotype,dataset
14.584419,2.161328,Diseased,26
15.8136835,-1.2603791,Diseased,26
4.930394,14.563501,Diseased,26
14.6256075,-0.828893,Diseased,26
12.2701,0.8205635,Diseased,26
-6.391961,2.8070812,Diseased,26
15.157762,-1.8827583,Diseased,26
-5.7280893,2.0519552,Diseased,26
-4.2978945,13.002516,Diseased,26
-4.8578596,13.99198,Diseased,26
4.609387,14.706134,Diseased,26
12.779274,1.0147943,Diseased,26
-1.8939936,14.822343,Diseased,26
-0.9402084,15.090452,Diseased,26
13.950024,-1.5605698,Diseased,26
3.6668386,10.494921,Diseased,52
14.171878,-0.78350765,Diseased,26
14.924557,0.59676623,Diseased,26
15.8454075,-1.2776883,Diseased,26
11.825549,-0.038323812,Diseased,26
2.6738517,16.792994,Diseased,26
12.79605,0.14923817,Diseased,26
5.9302936,14.374224,Diseased,26
13.3217945,0.70145017,Diseased,26
0.40460134,19.46732,Diseased,26
2.3869514,15.9974375,Diseased,26
-1.3050431,0.675363,Diseased,26
15.120701,-1.9658362,Diseased,26
5.4573474,16.831894,Control,81
13.156728,-1.9452765,Diseased,26
3.2307923,8.098364,Diseased,26
-4.7039256,2.0570524,Diseased,26
15.175541,-0.8383007,Diseased,26
16.06963,-0.6659419,Diseased,26
14.382652,-1.8724544,Diseased,26
16.529081,-0.13326699,Diseased,26
0.7968261,19.73069,Diseased,26
-2.4130929,14.680833,Diseased,26
1.6004447,18.683962,Control,81
14.069126,0.76366305,Diseased,26
11.791123,-0.0011377217,Diseased,26
-5.064082,6.361632,Control,81
15.05985,-1.9475605,Diseased,26
-5.201389,6.257895,Control,81
3.1295466,8.076598,Diseased,26
-6.008411,9.12173,Diseased,26
14.95746,-1.7115701,Diseased,26
11.756726,1.3800471,Diseased,26
-0.8671502,19.644321,Diseased,26
-3.703036,10.107481,Diseased,26
12.519821,-0.88742113,Diseased,26
-5.2545776,13.65688,Diseased,26
15.488698,-2.0333827,Diseased,26
14.51322,-2.1725338,Diseased,26
-3.9391227,12.144902,Diseased,26
14.75521,-0.238856,Diseased,26
15.368324,1.2519356,Diseased,26
14.950102,-1.0877155,Diseased,26
12.507801,1.881266,Diseased,26
13.392914,-1.555586,Diseased,26
12.000654,-1.6779836,Diseased,26
12.49506,0.34950358,Diseased,26
-0.39015302,16.855207,Diseased,26
-4.385448,9.604857,Diseased,26
15.925309,0.984241,Diseased,26
13.522779,0.2401756,Diseased,26
12.973953,-0.91884905,Diseased,26
-4.5064344,14.524259,Diseased,26
14.322426,-1.8435968,Diseased,26
13.620175,1.6667951,Diseased,26
12.203877,0.9714662,Diseased,26
14.707869,0.76004833,Diseased,26
-2.0667534,1.4281445,Diseased,26
12.079743,1.1615089,Diseased,26
14.515513,-1.4452453,Diseased,26
14.971657,0.8438847,Diseased,26
-1.501625,15.018154,Diseased,26
13.254461,-1.5194954,Diseased,26
-4.945378,19.444853,Diseased,26
12.947937,1.6854342,Diseased,26
13.740732,2.1410046,Diseased,26
-5.243326,13.652092,Diseased,26
-1.0600909,17.76292,Diseased,26
13.436562,0.6622914,Diseased,26
12.091233,-0.38175017,Diseased,26
12.68099,1.0046477,Diseased,26
14.580767,-1.0011606,Diseased,26
-5.2701707,6.205659,Control,81
-4.1752577,13.731795,Diseased,26
4.081244,16.189674,Control,81
14.313474,0.9826626,Diseased,26
12.61513,0.24720472,Diseased,26
15.951603,-0.3054777,Diseased,26
13.778295,0.26791844,Diseased,26
13.069291,0.49168512,Diseased,26
14.545415,-1.1049354,Diseased,26
-3.0772476,14.929756,Diseased,26
15.797907,-0.53784096,Diseased,26
13.453556,-2.5103023,Diseased,26
12.708108,-0.50650644,Diseased,26
14.428114,1.6256623,Diseased,26
-5.550908,2.2897918,Diseased,26
13.3694515,-1.6085249,Diseased,26
13.425842,-1.3405827,Diseased,26
-1.5492756,12.15692,Diseased,26
-2.7653265,13.877148,Diseased,26
2.2533894,15.732336,Diseased,26
13.582389,-1.7472266,Diseased,26
14.53687,-0.031532526,Diseased,26
-4.8156943,13.979685,Diseased,26
2.818321,16.618572,Control,81
15.766726,-1.5946099,Diseased,26
13.35201,0.69795966,Diseased,26
11.715642,0.6006902,Diseased,26
11.531409,-1.6051978,Diseased,26
-9.316111,12.355192,Diseased,26
2.205782,16.066216,Diseased,26
0.24318396,24.148552,Diseased,26
-4.7287016,9.964013,Diseased,26
-4.9488187,7.816817,Diseased,26
5.438196,15.749633,Diseased,26
3.1053846,13.688517,Diseased,26
4.9897127,15.569038,Control,81
14.553385,1.0947332,Diseased,26
15.619827,0.6141708,Diseased,26
-4.281083,14.915895,Diseased,26
15.097105,-0.6007105,Diseased,26
13.429393,0.19924426,Diseased,26
11.7477665,-0.9033869,Diseased,26
13.499332,-2.515379,Diseased,26
1.7337329,18.716677,Diseased,26
-1.2265465,17.49366,Control,81
14.304847,0.32512683,Diseased,26
4.0332055,17.252073,Diseased,26
-2.2066398,14.689351,Diseased,26
14.509062,-1.4408638,Diseased,26
13.658768,0.8757986,Diseased,26
12.437441,-1.679262,Diseased,26
13.897109,1.723335,Diseased,26
2.3862307,15.611251,Diseased,26
14.068574,0.34431618,Diseased,26
13.181796,-1.9326317,Diseased,26
-8.210595,3.2427013,Diseased,26
11.453578,-0.55531526,Diseased,26
14.240768,-0.42851934,Diseased,26
13.438106,0.19764805,Diseased,26
15.027173,1.8073283,Diseased,26
-2.252006,1.3388358,Diseased,26
13.487025,1.818147,Diseased,26
6.131883,15.011018,Diseased,26
-2.0472834,11.609068,Diseased,26
3.6562135,10.504321,Diseased,52
15.268642,0.14965317,Diseased,26
12.85875,-1.828813,Diseased,26
1.8207753,14.562545,Diseased,26
4.6550665,13.911328,Diseased,26
1.5978576,17.713968,Diseased,26
13.429585,0.84774655,Diseased,26
-6.392121,2.8060176,Diseased,26
-0.8820057,19.83904,Diseased,26
-2.246752,1.0273402,Diseased,26
5.2957153,13.251066,Diseased,26
5.173924,16.139437,Diseased,26
-1.8647048,14.841497,Diseased,26
15.335536,-1.0305144,Diseased,26
5.504282,17.158,Diseased,26
13.753299,0.017437695,Diseased,26
12.263764,-1.4228395,Diseased,26
12.810143,0.15989216,Diseased,26
11.220471,1.1560332,Diseased,26
4.1591125,13.902919,Diseased,26
14.489247,-0.021454055,Diseased,26
12.7069435,0.5001536,Diseased,26
12.551281,-0.4562485,Diseased,26
3.9746518,14.917516,Diseased,26
15.464534,0.36100167,Diseased,26
11.963941,1.847764,Diseased,26
11.973071,-1.7106463,Diseased,26
4.740994,15.872123,Control,81
-1.7020515,18.98037,Diseased,26
4.1287975,18.337772,Control,81
-1.4632796,20.578684,Diseased,26
13.88702,-1.2243452,Diseased,26
-5.9716063,2.3090415,Diseased,26
-8.236652,3.2212033,Diseased,26
-2.086806,14.652624,Diseased,26
-3.180056,14.150007,Diseased,26
12.516887,-0.90676266,Diseased,26
3.63099,16.860144,Diseased,26
3.3542194,13.356248,Diseased,26
4.0495033,14.742637,Diseased,26
-0.8721852,17.835283,Diseased,26
-3.5267782,14.4758005,Diseased,26
14.190062,-0.26836178,Diseased,26
13.364321,1.0055404,Diseased,26
12.54499,0.7153284,Diseased,26
4.607995,14.698991,Diseased,26
13.379846,-1.3104023,Diseased,26
14.207445,-0.6688983,Diseased,26
13.5470915,-0.00507748,Diseased,26
12.262625,-0.40647128,Diseased,26
14.450849,0.61046994,Diseased,26
12.649281,18.613522,Diseased,26
-1.8083832,13.870569,Diseased,26
4.575495,17.082354,Diseased,26
12.447799,1.0985973,Diseased,26
15.73648,1.7445817,Diseased,26
12.487478,1.9343717,Diseased,26
-5.182456,13.302817,Diseased,26
-1.8546451,13.170104,Diseased,26
13.322389,-1.3646067,Diseased,26
3.2027707,11.734565,Diseased,26
15.277856,1.4280905,Diseased,26
13.058506,0.5265917,Diseased,26
11.220534,1.1167585,Diseased,26
-1.1118981,15.825576,Diseased,26
14.100692,1.721038,Diseased,26
5.1376147,15.370952,Diseased,26
14.516322,1.4166579,Diseased,26
12.537455,-1.7064571,Diseased,26
1.6211971,17.779535,Diseased,26
-1.7136747,18.9897,Diseased,26
14.635063,1.0613664,Diseased,26
13.957712,0.16514532,Diseased,26
-1.7082827,18.975105,Diseased,26
11.939393,0.5850505,Diseased,26
13.968463,-1.534216,Diseased,26
4.674947,13.962832,Diseased,26
14.428004,0.8736498,Diseased,26
15.46157,-0.44014505,Diseased,26
-3.9193318,1.8218974,Diseased,26
-5.8590903,2.767351,Diseased,26
1.5119834,18.191133,Diseased,26
14.871866,-1.0513308,Diseased,26
13.304707,1.1102012,Diseased,26
-4.981642,7.703532,Diseased,26
13.990445,0.052750535,Diseased,26
12.142742,-0.91793805,Diseased,26
15.285134,1.7044119,Diseased,26
14.072319,-1.4942094,Diseased,26
13.779878,-1.9469374,Diseased,26
16.144146,-1.4019734,Diseased,26
2.4084444,15.642044,Diseased,26
-0.85201436,17.781815,Diseased,26
-4.5177207,1.9270816,Diseased,26
-0.9000614,0.8713008,Diseased,26
-3.070267,14.921616,Diseased,26
12.149083,-1.4412944,Diseased,26
3.0182397,13.973488,Diseased,26
5.1872954,16.274,Diseased,26
13.737249,-1.2032206,Diseased,26
3.6534803,17.19016,Control,81
-1.0577656,16.838211,Diseased,26
4.408617,16.582764,Control,81
-0.5747543,17.639738,Diseased,26
12.526338,-1.1179315,Diseased,26
12.831852,0.60625374,Diseased,26
14.904987,1.2416494,Diseased,26
13.421379,0.16090919,Diseased,26
-0.8598241,14.685588,Diseased,26
13.192608,-0.1611461,Diseased,26
0.13328242,16.540848,Diseased,26
14.236853,2.5204864,Diseased,26
12.739168,-0.16106126,Diseased,26
5.207628,15.340602,Diseased,26
12.899696,-0.36116916,Diseased,26
-2.4999003,10.744378,Control,81
0.40453184,18.506113,Diseased,26
13.141921,-0.4366748,Diseased,26
13.632969,-1.9798526,Diseased,26
12.976718,-0.46977168,Diseased,26
-3.2663035,12.652889,Diseased,26
15.958748,-0.31914476,Diseased,26
12.161845,0.4388799,Diseased,26
-1.7065024,14.900545,Diseased,26
-4.9298215,7.7131987,Diseased,26
14.846304,1.6721176,Diseased,26
0.14535803,18.60295,Diseased,26
-1.3402407,20.43259,Diseased,26
14.419624,1.9498389,Diseased,26
12.786423,-0.20886074,Diseased,26
12.146808,-0.7922219,Diseased,26
5.755712,16.658495,Control,81
14.13439,-0.5877385,Diseased,26
12.094859,-0.8403937,Diseased,26
14.292981,-0.71487725,Diseased,26
-4.261838,11.553601,Diseased,26
-5.045171,6.447171,Control,81
4.167549,18.06744,Control,81
14.348978,-0.48933324,Diseased,26
12.737794,0.36286154,Diseased,26
14.395051,1.992265,Diseased,26
12.382571,-0.077860475,Diseased,26
11.871558,-1.209539,Diseased,26
-9.353351,12.376408,Diseased,26
5.923368,16.296371,Diseased,26
13.985446,0.03697877,Diseased,26
14.054894,-0.4327199,Diseased,26
12.450011,-0.14456724,Diseased,26
13.876048,1.7773705,Diseased,26
15.057585,16.624521,Diseased,26
13.223876,-0.36826164,Diseased,26
16.064148,-0.88737786,Diseased,26
15.78694,-1.6196147,Diseased,26
14.884093,-0.1681639,Diseased,26
13.297361,-1.2719789,Diseased,26
14.04094,-1.1513963,Diseased,26
14.631618,0.82867485,Diseased,26
13.222448,0.16963418,Diseased,26
-2.9990063,14.12168,Diseased,26
-1.3155532,0.687333,Diseased,26
13.726499,-1.8851719,Diseased,26
13.560418,-1.0547496,Diseased,26
14.992183,-0.74064684,Diseased,26
15.7076025,0.7185127,Diseased,26
15.102573,-2.2251241,Diseased,26
14.59829,-0.438453,Diseased,26
15.564617,-0.20492843,Diseased,26
14.92177,14.244019,Diseased,26
15.349453,1.4316308,Diseased,26
14.236595,-0.24418081,Diseased,26
13.189611,1.4679598,Diseased,26
-3.7897494,1.3248538,Diseased,26
2.9673727,15.486246,Diseased,26
15.248796,2.4091516,Diseased,26
2.1868472,16.038225,Diseased,26
13.357895,-0.2930955,Diseased,26
14.972098,-0.5537414,Diseased,26
3.8363178,18.569164,Diseased,26
16.069672,-0.25568783,Diseased,26
-0.2682793,14.748227,Diseased,26
15.3080015,1.6864182,Diseased,26
13.245793,-0.39954668,Diseased,26
13.43524,0.41965586,Diseased,26
13.30785,0.040351085,Diseased,26
4.367517,16.990189,Diseased,26
12.700811,-0.023547702,Diseased,26
15.092071,16.65932,Diseased,26
-4.4950113,13.246345,Diseased,26
12.640074,18.62384,Diseased,26
-1.9239047,-0.42803147,Diseased,26
14.487317,-1.488507,Diseased,26
16.4455,-0.44761068,Diseased,26
12.738808,0.5305954,Diseased,26
13.983608,1.2147547,Diseased,26
12.379321,-0.57390225,Diseased,26
15.152968,-0.09474275,Diseased,26
1.4685969,18.552515,Control,81
4.419231,17.299143,Diseased,26
13.392089,0.1928557,Diseased,26
14.329371,-1.3472859,Diseased,26
-3.9499438,11.437392,Diseased,26
13.054141,-2.1143472,Diseased,26
12.9756155,-1.8380036,Diseased,26
15.154709,0.47265914,Diseased,26
3.924251,19.770605,Diseased,26
12.5060425,-0.9308518,Diseased,26
1.4663935,19.135815,Diseased,26
16.46088,-0.48428744,Diseased,26
13.85227,2.1176708,Diseased,26
3.7256374,14.022651,Diseased,26
-3.083353,0.80728424,Diseased,26
5.138458,17.353039,Control,81
-1.3029733,11.93797,Diseased,26
4.661078,15.072888,Diseased,26
13.118575,-0.73847634,Diseased,26
13.50544,0.7908735,Diseased,26
14.565692,-0.430252,Diseased,26
13.984295,0.97680163,Diseased,26
-2.7226858,11.868707,Diseased,26
14.890692,1.2444144,Diseased,26
14.405092,1.792789,Diseased,26
13.23199,1.7972265,Diseased,26
-3.0539238,12.890662,Diseased,26
-0.56705946,17.650545,Diseased,26
-4.917696,1.8360888,Diseased,26
13.826518,0.36404654,Diseased,26
1.8651403,18.304125,Control,81
14.385457,-1.1643785,Diseased,26
13.520192,-1.1085392,Diseased,26
13.531243,0.020857692,Diseased,26
14.692504,-1.3071238,Diseased,26
14.189443,0.36353374,Diseased,26
-3.6845064,15.312276,Diseased,26
14.002196,0.5235686,Diseased,26
-4.975378,3.115315,Diseased,26
1.6110448,18.620522,Diseased,26
4.5575094,17.30998,Control,81
13.798046,-0.7755383,Diseased,26
12.864999,-0.2376831,Diseased,26
13.470266,-0.89456314,Diseased,26
-4.4990287,9.90137,Diseased,26
13.588478,-1.6912633,Diseased,26
14.084021,-1.4773421,Diseased,26
-1.1748354,0.42239943,Diseased,26
0.5527993,18.744251,Control,81
13.972996,0.26748762,Diseased,26
3.749454,18.858173,Control,81
14.132362,0.31421882,Diseased,26
12.961201,1.0202987,Diseased,26
14.191313,0.90151566,Diseased,26
12.858399,1.7276661,Diseased,26
16.061256,-0.93555236,Diseased,26
13.618546,1.6956525,Diseased,26
-5.1905117,5.8551173,Control,81
12.080578,0.8866159,Diseased,26
3.204742,16.314928,Diseased,26
3.9744644,11.775295,Control,44
12.822602,-1.2070849,Diseased,26
1.5909075,17.594881,Diseased,26
5.601048,17.043392,Diseased,26
5.3871417,15.2191725,Control,81
3.7265306,10.395412,Diseased,52
-3.15459,15.044268,Diseased,26
15.186119,-0.05203527,Diseased,26
1.5964707,17.890247,Diseased,26
16.125565,-1.3941321,Control,81
12.178535,-0.43938357,Diseased,26
15.424066,1.2004335,Diseased,26
13.337015,-1.3354342,Diseased,26
12.841694,-1.5084833,Diseased,26
0.93036664,18.501081,Control,81
14.248401,0.29059523,Diseased,26
1.2933142,18.140308,Diseased,26
14.221967,1.4560726,Diseased,26
5.4657497,15.60213,Control,81
15.121145,0.114312425,Diseased,26
-4.957179,2.1863518,Diseased,26
14.1950035,1.549074,Diseased,26
13.334678,2.2135937,Diseased,26
13.640745,2.2294486,Diseased,26
-6.1234465,2.7933183,Diseased,26
12.7767105,1.4186132,Diseased,26
4.991899,16.04601,Control,81
4.4111876,16.644415,Diseased,26
-7.0901914,10.804317,Diseased,26
3.177315,15.965446,Diseased,26
-5.104793,11.827599,Diseased,26
14.630971,0.96845895,Diseased,26
-7.0967507,10.809815,Diseased,26
15.134314,-0.26506966,Diseased,26
13.018192,-0.93438524,Diseased,26
13.423322,2.5436177,Diseased,26
15.008486,1.1252437,Diseased,26
-1.4895147,19.248684,Diseased,26
15.777761,0.44124785,Diseased,26
-0.49537924,15.534027,Diseased,26
3.6333108,9.053316,Diseased,48
14.901311,-1.1078365,Diseased,26
14.808964,0.49490783,Diseased,26
12.420977,-0.86801827,Diseased,26
11.894535,-0.8231047,Diseased,26
15.009106,0.90654564,Diseased,26
-4.6785836,13.030419,Diseased,26
12.762331,-0.8908482,Diseased,26
5.2276134,15.13432,Diseased,26
-4.873756,1.7999489,Diseased,26
12.838475,2.2948575,Diseased,26
15.520739,-0.43971893,Diseased,26
-3.174537,11.9697895,Diseased,26
-1.5968565,0.94269603,Diseased,26
-3.9638824,1.8045944,Diseased,26
13.954671,0.644377,Diseased,26
15.213327,1.2733822,Diseased,26
-1.834283,21.147991,Diseased,26
-0.7977071,17.903326,Diseased,26
13.583082,0.5787215,Diseased,26
-4.9683447,7.2137947,Diseased,26
12.601596,-0.9466828,Diseased,26
13.548993,-0.13782711,Diseased,26
-5.259605,6.2266808,Control,81
-4.566085,10.553585,Diseased,26
14.522643,-1.4553617,Diseased,26
-0.9516915,19.411158,Diseased,26
-2.185523,12.797325,Diseased,26
13.752543,-1.7166579,Diseased,26
13.39036,-0.23780912,Diseased,26
2.89675,13.66493,Diseased,26
2.6556294,18.154945,Control,81
14.099959,-0.14668666,Diseased,26
13.260337,-2.3440454,Diseased,26
14.290906,-1.6403642,Diseased,26
-2.6893413,0.28336307,Diseased,26
0.37673345,18.520222,Diseased,26
14.127737,1.8482692,Diseased,26
14.275936,-0.58618844,Diseased,26
15.389164,-1.5956469,Diseased,26
-0.6382183,19.01115,Diseased,26
12.408303,18.77586,Diseased,26
13.955967,-0.6530165,Diseased,26
11.964935,-0.2978365,Diseased,26
0.6447749,16.123747,Diseased,26
12.525954,1.9613152,Diseased,26
14.548773,0.07711271,Diseased,26
15.212957,1.1329827,Diseased,26
-0.72862136,16.83937,Diseased,26
13.645495,-0.6566853,Diseased,26
0.72257507,18.767836,Control,81
12.972386,0.416579,Diseased,26
12.872815,2.3216715,Diseased,26
13.524165,-0.7274367,Diseased,26
14.458402,0.61687595,Diseased,26
15.514581,0.072711684,Diseased,26
14.003457,-2.7511396,Diseased,26
13.712446,0.04479069,Diseased,26
-5.0000873,6.572162,Control,81
14.455508,1.4190178,Diseased,26
-3.225486,12.990436,Diseased,26
12.669497,-0.37194526,Diseased,26
13.711659,-0.24835661,Diseased,26
15.139955,1.8313366,Diseased,26
13.313103,0.22810888,Diseased,26
-0.57162243,17.643646,Diseased,26
-4.112163,15.311561,Diseased,26
12.661647,-2.4406867,Diseased,26
12.639696,18.624443,Diseased,26
5.811304,14.709385,Control,81
3.06033,10.9990425,Diseased,26
0.44062585,19.611452,Diseased,26
11.751979,-0.18118018,Diseased,26
13.597057,0.6115458,Diseased,26
12.712255,1.1515123,Diseased,26
13.195571,1.2143216,Diseased,26
14.883383,-1.205496,Diseased,26
14.159737,0.9995118,Diseased,26
12.230904,-0.5953028,Diseased,26
-4.03718,11.600323,Diseased,26
-0.4057838,-0.16072649,Diseased,26
16.108593,-1.3797283,Diseased,26
-0.2497972,19.243452,Diseased,26
11.5654545,-1.4915776,Diseased,26
12.784053,0.9114384,Diseased,26
-4.9999266,7.799198,Diseased,26
-2.198471,11.409383,Diseased,26
12.577769,0.56190085,Diseased,26
13.376794,-0.74296343,Diseased,26
0.45186922,18.078074,Control,81
15.678898,-2.305464,Diseased,26
11.008622,-0.008217272,Diseased,26
12.49782,0.12088844,Diseased,26
14.939464,0.3317234,Diseased,26
-4.0052686,11.535259,Diseased,26
13.705193,-1.8420204,Diseased,26
3.8634973,10.159514,Diseased,26
12.720019,-0.50988203,Diseased,26
15.060684,-0.91998196,Diseased,26
13.044908,-1.974563,Diseased,26
13.166978,-0.81879425,Diseased,26
13.584026,-0.5214836,Diseased,26
-4.500423,8.928823,Control,81
11.638378,1.0695909,Diseased,26
-3.2001708,0.95847774,Diseased,26
13.607009,-0.05909328,Diseased,26
2.1715262,14.824359,Diseased,26
12.631267,18.631504,Diseased,26
15.165735,-0.3791886,Diseased,26
12.612042,-1.7180924,Diseased,26
15.22549,0.77636355,Diseased,26
-1.6861835,14.909517,Diseased,26
-1.8274292,11.586815,Diseased,26
-0.3524542,14.962584,Diseased,26
15.041486,-1.6671882,Diseased,26
-3.5408409,12.250929,Diseased,26
14.790986,1.0792243,Diseased,26
4.0487313,18.962399,Diseased,26
15.317565,-0.35408396,Diseased,26
13.638576,1.4000196,Diseased,26
13.363637,-1.5166762,Diseased,26
1.9363365,17.345476,Diseased,26
13.734851,0.2670778,Diseased,26
13.861705,1.454114,Diseased,26
13.07459,-0.5972299,Diseased,26
15.07085,16.63822,Diseased,26
11.826797,0.878322,Diseased,26
-2.480071,11.777023,Diseased,26
1.144065,15.97566,Diseased,26
13.343033,0.7957649,Diseased,26
15.6131315,-0.30295095,Diseased,26
13.482744,1.0616425,Diseased,26
-1.7213712,11.647481,Diseased,26
14.556397,-1.0405095,Diseased,26
14.921776,14.244028,Diseased,26
14.15153,-0.8272156,Diseased,26
15.704498,1.7293338,Diseased,26
13.93966,-0.7180642,Diseased,26
5.60855,14.880066,Diseased,26
14.742884,0.22624023,Diseased,26
13.354074,1.2469604,Diseased,26
12.479066,1.942705,Diseased,26
0.10121088,16.546146,Diseased,26
13.81982,0.45828152,Diseased,26
-5.232968,9.78847,Diseased,26
12.928936,-0.70250887,Diseased,26
14.37484,-1.384275,Diseased,26
-1.2105036,17.402498,Diseased,26
-1.1875324,-0.16711591,Diseased,26
12.756696,1.1550351,Diseased,26
12.560906,0.99334085,Diseased,26
-5.239987,13.659317,Diseased,26
14.282876,-0.7049458,Diseased,26
13.981652,-1.5409405,Diseased,26
-0.26032054,19.130713,Diseased,26
13.511571,1.2546846,Diseased,26
14.252127,2.4837077,Diseased,26
-0.58627313,15.378004,Diseased,26
-0.49105135,14.714458,Diseased,26
12.161512,-0.397222,Diseased,26
13.792967,2.5734236,Diseased,26
-4.6878233,9.311789,Diseased,26
-1.0926366,12.407345,Diseased,26
16.271914,1.7015985,Diseased,26
14.21475,1.7015377,Diseased,26
15.082492,16.64817,Diseased,26
14.057783,-2.3654544,Diseased,26
12.770247,1.0028106,Diseased,26
-6.4032216,2.8022885,Diseased,26
-5.113196,11.05105,Diseased,26
13.894791,-0.93691844,Diseased,26
5.820303,16.458567,Control,81
13.3252,1.6403849,Diseased,26
12.545585,-0.94555134,Diseased,26
0.2431832,24.148659,Diseased,26
13.612661,1.2012447,Diseased,26
3.2491865,10.421431,Diseased,20
12.968888,0.6469896,Diseased,26
-6.388472,2.811052,Diseased,26
4.0789156,18.38825,Diseased,26
12.909588,0.6633039,Diseased,26
12.988374,0.22842638,Diseased,26
-6.134589,3.0406175,Diseased,26
14.0562525,-0.7529273,Diseased,26
-1.3198236,0.6787955,Diseased,26
2.7172842,14.611448,Diseased,26
13.67322,-1.2404668,Diseased,26
-3.1180189,1.3388336,Diseased,26
-5.308321,6.059715,Control,81
-0.95652485,15.143206,Control,81
0.7425582,15.316699,Diseased,26
4.0420175,18.832914,Diseased,26
11.822393,0.8852699,Diseased,26
15.564369,0.42503628,Diseased,26
13.489906,-1.1896019,Diseased,26
2.6235938,16.62437,Diseased,26
15.888374,-0.16509186,Diseased,26
5.0501447,14.618432,Diseased,26
12.711216,-0.4161813,Diseased,26
13.838934,2.0547962,Diseased,26
13.558252,-1.5845389,Diseased,26
0.11461819,17.912605,Diseased,26
-2.179164,13.110235,Diseased,26
13.904104,1.2463503,Diseased,26
3.8116314,15.838666,Diseased,26
13.924868,-0.06281452,Diseased,26
14.042398,-1.9171836,Diseased,26
-2.2596107,13.065153,Diseased,26
2.1426394,18.781534,Control,81
3.5029194,12.272888,Diseased,26
13.214262,-0.22068222,Diseased,26
13.409035,-0.80338514,Diseased,26
13.3541565,-0.07827532,Diseased,26
-5.311155,6.107291,Control,81
13.36719,-1.2911195,Diseased,26
12.758443,-0.40139598,Diseased,26
15.527649,0.9974357,Diseased,26
0.4380735,19.612785,Diseased,26
13.685194,0.32489803,Diseased,26
13.516251,0.37261027,Diseased,26
12.610758,0.2976698,Diseased,26
-1.499872,14.894889,Diseased,26
14.823576,2.24289,Diseased,26
12.481534,0.023507074,Diseased,26
-4.02738,14.6151495,Diseased,26
-1.3383237,1.3846452,Diseased,26
14.366682,-0.7368748,Diseased,26
-4.7742677,7.8048553,Control,81
-3.1864643,11.549528,Diseased,26
15.180872,1.0475379,Diseased,26
11.702349,19.92375,Diseased,26
13.7151375,0.8462009,Diseased,26
14.268297,0.5933319,Diseased,26
-3.4741135,10.760439,Diseased,26
14.036092,-1.3296077,Diseased,26
15.682062,-2.3175273,Diseased,26
-4.657883,12.985895,Diseased,26
13.214719,0.33204365,Diseased,26
3.9270606,11.749389,Diseased,26
14.326166,0.28237855,Diseased,26
-4.993054,7.1358275,Diseased,26
12.28735,1.2241036,Diseased,26
13.700092,1.3935504,Diseased,26
14.597795,-0.61719054,Diseased,26
13.111959,-0.7495384,Diseased,26
1.9598749,17.09236,Diseased,26
0.39858466,16.138367,Diseased,26
13.970348,-1.9115961,Diseased,26
13.02055,1.0313302,Diseased,26
14.400446,1.341257,Diseased,26
14.459127,0.8787986,Diseased,26
-4.7485957,7.8342505,Control,81
3.299226,18.562952,Control,81
12.51729,-0.6449122,Diseased,26
3.3432922,18.666206,Control,81
11.5460615,-1.6059501,Diseased,26
13.348788,-0.007252724,Diseased,26
14.883973,1.6285763,Diseased,26
13.731371,-0.64440393,Diseased,26
14.6038,-0.80922514,Diseased,26
12.885355,-1.1823788,Diseased,26
3.3426402,11.487902,Diseased,26
-2.4737926,10.771748,Diseased,26
11.471919,-0.3609187,Diseased,26
-2.8311334,14.94042,Diseased,26
3.3103657,11.178098,Diseased,20
12.772179,-1.4028914,Diseased,26
14.633293,2.121675,Diseased,26
12.580509,0.9705629,Diseased,26
-0.11811929,0.45462394,Diseased,26
14.628174,0.30007625,Diseased,26
13.500071,-1.0329143,Diseased,26
14.206112,0.42606017,Diseased,26
15.414417,-1.0005664,Diseased,26
15.007765,1.1022977,Diseased,26
4.4484024,16.600567,Control,81
14.53395,1.6133682,Diseased,26
-4.1568317,12.130959,Diseased,26
14.920213,1.0399516,Diseased,26
13.1712265,-1.052358,Diseased,26
13.643334,-1.0176581,Diseased,26
-0.9942384,15.127399,Diseased,26
15.685757,1.7075347,Diseased,26
15.119768,1.1612877,Diseased,26
5.352593,15.531911,Control,81
15.730334,1.3351687,Diseased,26
12.897243,1.6837164,Diseased,26
1.9604642,17.849936,Diseased,26
15.326469,1.6589227,Diseased,26
14.797995,1.8632668,Diseased,26
-7.0961046,10.809542,Diseased,26
-0.69489217,0.6440152,Diseased,26
15.579886,-0.35891446,Diseased,26
4.2131915,16.45991,Diseased,26
-0.9804351,18.194702,Diseased,26
-0.06266402,18.42032,Diseased,26
12.71808,0.6252807,Diseased,26
13.986889,1.3254111,Diseased,26
3.0184505,18.131952,Diseased,26
15.89232,-1.1522157,Diseased,26
3.3235097,9.834592,Diseased,20
14.532933,-1.4640716,Diseased,26
12.192435,-1.3730465,Diseased,26
-4.7887506,13.384605,Diseased,26
12.624352,0.4667714,Diseased,26
13.812305,-0.9854123,Diseased,26
12.810695,-0.3590014,Diseased,26
15.0197115,0.59318775,Diseased,26
13.655515,1.2718717,Diseased,26
13.561273,-1.2300006,Diseased,26
13.043364,-1.9279699,Diseased,26
13.09498,-0.32096246,Diseased,26
15.334738,-0.26048896,Diseased,26
-5.001674,2.212219,Diseased,26
2.3471563,15.827045,Control,81
5.3881288,13.411402,Diseased,26
